experience,skills_score,aptitude_score,coding_speed_sec,sys_design_score,hire
12,63,53,1133,7,1
7,77,75,1538,3,1
2,73,100,1030,5,1
5,53,45,623,4,1
9,33,75,1827,7,1
1,63,51,2397,1,0
8,46,84,2444,10,1
8,83,34,1747,8,1
3,62,79,287,7,1
11,21,93,3483,1,1
10,73,99,1798,2,1
11,51,82,2897,4,1
7,56,42,340,10,1
1,53,96,173,3,1
9,52,38,2215,6,1
1,43,65,384,3,1
5,52,99,1452,9,1
1,45,88,1289,10,1
0,60,49,3278,1,0
9,60,59,3514,6,1
1,78,98,2494,9,1
1,25,79,2163,1,0
4,76,95,3098,3,1
5,36,83,536,10,1
10,35,70,2519,7,1
2,63,71,2352,6,1
7,43,56,3457,4,1
1,88,83,2058,6,1
9,39,34,1680,4,1
2,70,97,3478,6,1
3,73,93,3468,6,1
4,47,49,452,2,1
4,75,85,1069,2,1
5,51,71,234,1,1
3,40,46,2242,4,1
9,80,98,967,8,1
10,95,42,1996,4,1
6,54,81,1028,4,1
12,41,89,3032,7,1
11,76,63,1063,8,1
7,38,37,3046,7,1
3,37,91,163,3,1
8,75,81,2357,9,1
5,37,32,1041,7,1
11,83,63,3127,7,1
7,63,38,2313,2,1
8,80,37,840,3,1
0,66,50,1975,2,0
4,68,71,387,5,1
6,99,78,2538,10,1
9,78,84,1732,1,1
1,75,57,746,4,1
11,68,59,1053,5,1
10,28,30,940,7,1
6,52,90,3415,7,1
6,75,60,2769,8,1
2,96,72,2374,7,1
8,94,83,811,1,1
6,49,50,2329,3,0
11,65,75,3447,7,1
11,28,57,2523,7,1
9,42,89,885,4,1
10,23,49,1436,4,1
4,63,83,1172,10,1
6,60,86,2453,3,1
6,65,46,223,7,1
5,46,82,834,10,1
3,30,74,911,2,0
7,97,62,1047,9,1
11,39,87,1499,6,1
1,50,90,2757,9,1
12,99,70,2817,2,1
12,60,48,309,8,1
7,67,39,2423,10,1
12,38,42,1997,3,1
4,90,56,1080,5,1
6,71,58,2403,6,1
2,35,91,677,4,1
6,43,88,2561,5,1
8,89,31,3267,7,1
6,99,81,2320,3,1
12,58,34,950,4,1
0,34,60,3262,9,0
8,23,67,153,9,1
6,75,90,3039,2,1
1,21,94,2888,5,0
4,97,93,3096,3,1
10,41,34,2716,6,1
9,85,70,883,3,1
1,39,89,1479,6,1
6,23,41,1906,3,0
8,67,51,553,9,1
3,74,81,2240,7,1
2,90,46,595,5,1
5,73,67,746,1,1
7,43,35,271,3,1
7,30,44,3387,2,0
7,35,32,1823,10,1
4,84,54,448,5,1
12,32,38,1856,1,1
10,94,50,695,4,1
12,25,100,2666,3,1
11,71,54,3059,6,1
5,77,63,1532,2,1
11,53,30,448,9,1
12,69,73,3152,1,1
1,47,89,2074,4,1
5,92,57,2039,10,1
12,89,37,2696,9,1
4,79,78,1997,3,1
2,77,56,1666,3,1
7,89,80,747,4,1
3,39,57,279,8,1
1,59,56,3487,4,1
10,81,56,3528,3,1
2,24,53,1988,9,1
1,57,63,2190,2,0
1,29,92,3080,7,0
2,85,94,2505,1,1
12,90,80,1023,9,1
6,94,93,3197,10,1
9,84,78,2081,10,1
0,97,95,859,6,1
9,25,40,2255,8,1
5,36,97,1374,6,1
10,45,49,1175,4,1
0,26,34,1075,7,0
2,67,70,2849,6,1
11,84,37,1884,8,1
3,98,31,562,8,1
12,55,56,2202,4,1
7,89,86,2429,7,1
1,38,39,1141,6,0
6,25,41,908,2,1
2,49,84,135,10,1
0,54,71,2934,7,0
5,76,31,1842,4,1
1,36,53,252,6,1
12,99,55,2879,10,1
2,81,99,631,4,1
5,29,36,141,4,1
2,37,31,3293,8,1
11,93,95,2254,4,1
4,23,58,811,4,1
2,91,74,1943,5,1
11,43,40,2153,9,1
6,83,33,2193,9,1
6,95,30,2060,4,1
11,61,50,3499,5,1
0,46,66,2536,2,0
5,76,35,391,7,1
12,57,95,709,1,1
12,71,59,3490,3,1
2,100,96,1650,8,1
6,35,61,177,4,1
0,66,39,2329,10,1
9,60,58,2367,6,1
2,46,97,2488,10,1
11,68,38,1714,3,1
9,45,57,468,10,1
1,73,53,2203,2,1
7,25,71,3510,2,0
7,20,71,1225,7,1
10,38,58,272,7,1
8,53,76,902,10,1
12,25,56,2949,4,1
8,88,51,2557,7,1
10,58,90,3467,5,1
12,50,36,431,9,1
1,58,54,1156,1,0
6,26,79,3575,5,1
6,24,53,2166,4,0
3,47,36,743,9,1
5,89,79,3037,4,1
0,59,35,3543,5,0
5,37,35,317,6,1
12,36,97,994,1,1
0,20,97,2072,9,1
4,38,94,2743,3,1
3,24,54,615,4,1
5,93,54,3242,1,1
10,93,49,794,1,1
10,79,48,2622,9,1
4,21,67,2669,2,0
4,30,72,2310,6,1
2,23,71,1302,5,1
9,90,57,3131,5,1
1,98,89,880,9,1
6,42,89,2262,4,1
9,54,43,776,7,1
11,94,36,1560,9,1
7,58,80,217,7,1
4,50,91,1269,5,1
8,21,49,889,3,1
0,29,31,3410,2,0
12,67,90,1235,9,1
2,24,49,1941,6,0
7,95,59,1522,3,1
4,47,72,2869,8,1
1,27,44,2493,5,0
9,87,95,1448,3,1
8,100,82,3090,8,1
12,28,91,1532,4,1
0,33,81,545,8,1
2,59,32,1440,7,1
3,28,65,1027,6,1
6,28,92,2024,3,1
3,71,72,1561,8,1
10,60,71,3145,4,1
1,30,92,1298,5,1
1,41,82,3559,6,0
9,64,99,1539,10,1
0,46,74,3467,8,1
6,25,91,3321,9,1
8,41,96,3530,8,1
11,45,63,499,10,1
9,89,87,2114,10,1
1,93,56,3506,7,1
6,84,35,1126,5,1
7,34,84,395,9,1
2,95,81,407,8,1
3,35,30,2114,3,0
8,75,66,564,3,1
3,67,69,1278,2,1
5,28,65,2989,4,1
7,76,83,3200,10,1
9,45,44,1727,5,1
1,48,38,1801,3,0
0,84,48,3302,5,1
6,100,53,2772,5,1
0,63,79,526,3,1
3,36,82,1635,2,0
4,36,44,3328,4,0
1,56,82,2498,10,1
9,95,33,2466,2,1
12,30,44,3172,5,1
3,47,45,986,10,1
10,85,73,3430,7,1
10,76,67,3295,5,1
9,39,63,2027,10,1
10,39,78,2397,5,1
6,55,64,2125,4,1
3,100,55,1788,3,1
10,72,46,3502,3,1
0,36,33,3203,7,0
11,88,50,1583,5,1
12,33,51,1588,2,1
9,33,42,2994,2,1
3,58,41,2809,6,0
10,99,31,3392,5,1
11,23,89,799,6,1
5,29,36,2005,4,1
12,70,77,980,2,1
11,43,35,167,9,1
4,49,71,2149,1,0
12,50,72,2880,4,1
3,65,67,513,9,1
1,43,41,985,2,0
9,81,96,3563,3,1
10,51,75,2756,3,1
5,27,73,1164,2,1
11,99,69,1965,1,1
5,88,77,1057,10,1
5,39,71,3016,3,1
3,98,66,1585,5,1
7,34,52,2256,7,1
0,78,30,2635,1,0
9,28,36,3135,9,1
7,47,52,1522,5,1
7,69,81,1632,6,1
4,63,44,1914,2,1
8,90,31,2145,7,1
11,42,51,2910,7,1
8,43,33,396,3,1
9,35,31,435,2,1
3,75,51,2529,8,1
1,41,40,2154,9,0
0,42,75,194,10,1
7,38,50,1825,8,1
7,95,48,1442,2,1
10,52,44,2303,6,1
6,78,68,279,10,1
12,60,60,3161,7,1
12,58,70,2560,5,1
10,21,79,1362,5,1
2,71,47,2785,5,1
2,76,50,777,9,1
9,36,51,3565,2,1
7,78,87,706,6,1
11,30,92,1831,10,1
10,24,37,2636,3,1
7,60,49,1510,9,1
1,91,61,2904,5,1
0,83,31,355,3,1
0,60,50,1796,9,1
10,76,72,3445,3,1
0,82,60,3145,6,1
2,46,86,3450,8,1
0,74,51,2974,2,0
7,49,90,1454,4,1
7,53,30,957,10,1
8,61,53,1389,7,1
3,43,55,2210,1,1
7,31,78,2640,3,1
6,48,85,173,10,1
3,79,94,2336,1,1
0,75,82,1218,6,1
11,65,88,327,6,1
10,92,47,149,1,1
12,77,88,1292,9,1
2,33,31,175,7,1
7,38,92,2871,3,1
7,60,63,1390,3,1
11,76,82,2102,7,1
1,49,79,2023,6,1
6,94,86,3372,7,1
0,41,96,1452,2,1
3,56,78,2974,3,1
6,24,56,197,2,1
3,38,35,1876,1,0
3,65,36,3481,1,0
10,42,97,2143,9,1
6,98,94,2940,10,1
0,52,95,3524,5,0
4,86,98,2023,6,1
5,63,62,2797,5,1
6,39,86,1437,8,1
6,88,86,2765,6,1
11,36,31,1219,2,1
6,66,76,1913,10,1
1,58,32,294,8,1
5,36,98,2150,8,1
8,76,65,1563,9,1
6,89,91,1363,4,1
6,99,67,904,2,1
12,85,84,1035,1,1
1,98,37,900,5,1
12,89,46,3271,6,1
12,85,54,570,4,1
6,82,69,3410,3,1
8,22,69,2953,10,1
2,24,39,1522,7,1
1,29,94,3537,3,0
5,98,75,2435,3,1
11,32,32,3180,9,1
12,24,59,2735,3,1
1,96,85,1947,6,1
0,30,69,1107,8,1
9,53,45,2735,10,1
11,53,68,2523,2,1
3,74,64,1538,1,1
8,92,83,2903,6,1
9,46,93,2085,2,1
2,49,45,3320,2,0
2,54,63,3550,6,0
5,22,98,1958,4,1
12,43,71,2779,8,1
5,59,93,599,10,1
7,48,51,1629,2,1
12,95,44,1576,9,1
9,56,92,2063,7,1
5,39,79,3505,4,1
7,21,49,3013,1,1
7,91,86,203,1,1
6,35,36,957,10,1
4,46,76,570,1,1
3,52,60,3114,4,0
0,61,69,1519,4,1
12,96,49,2104,1,1
5,31,64,1489,8,1
7,21,68,2582,1,0
10,96,81,566,7,1
3,33,69,1073,1,1
6,66,46,2902,9,1
2,62,64,826,1,0
12,45,43,2640,8,1
4,41,32,1282,7,1
6,84,94,1928,1,1
11,87,71,2278,7,1
10,99,39,949,3,1
8,92,72,2795,8,1
8,71,79,1318,2,1
6,57,88,1107,4,1
3,63,81,2266,9,1
5,50,77,722,5,1
12,76,65,2559,3,1
3,41,92,1406,4,1
2,21,43,1487,2,0
8,25,69,841,7,1
4,34,70,697,8,1
7,73,36,1151,10,1
2,37,45,2862,3,0
8,27,54,415,10,1
0,47,30,1322,5,0
1,46,31,785,5,0
12,72,72,3474,9,1
3,46,65,774,5,1
1,93,91,2203,1,1
8,31,67,735,6,1
12,46,95,2688,2,1
6,95,32,844,3,1
12,50,43,3117,10,1
1,52,99,950,9,1
10,20,74,566,4,1
10,32,35,3143,9,1
3,77,40,2429,3,0
12,41,58,3196,9,1
5,93,67,530,9,1
1,34,30,2776,8,0
8,26,43,2972,7,1
2,21,45,3202,5,0
1,85,98,1884,5,1
11,26,58,2593,8,1
3,83,91,2157,9,1
4,88,87,2539,5,1
3,75,60,3545,9,1
11,23,34,2860,4,1
2,59,91,1868,5,1
2,97,31,1765,5,1
11,84,49,3324,2,1
12,35,88,139,8,1
2,43,30,2570,7,0
2,21,54,1231,3,0
5,97,58,3071,2,1
3,87,54,1099,4,1
12,98,85,1164,3,1
6,85,88,1299,3,1
6,70,64,2945,4,1
3,55,82,182,2,1
0,85,78,1887,2,1
8,46,42,2647,1,1
6,74,75,3029,7,1
5,28,87,389,7,1
4,84,56,3355,3,1
8,79,73,3397,6,1
12,93,73,961,10,1
8,34,83,322,10,1
9,26,80,2954,10,1
10,64,38,2787,9,1
5,84,56,319,7,1
7,98,76,3023,4,1
6,20,38,1373,1,0
11,89,32,1560,6,1
12,90,82,809,4,1
0,81,95,849,2,1
1,36,67,2385,7,1
8,81,37,951,10,1
9,70,59,1981,8,1
3,58,78,1086,10,1
10,92,93,1645,1,1
2,62,61,1434,5,1
1,23,46,3220,5,0
7,100,31,2008,3,1
6,87,63,2685,5,1
8,63,92,3574,2,1
2,77,47,1617,7,1
0,84,68,806,3,1
12,66,30,1252,4,1
8,29,60,1931,1,1
4,40,72,1042,2,1
4,75,61,2709,4,1
2,30,88,2011,9,1
12,39,84,1910,10,1
7,59,49,1817,5,1
7,47,75,3270,5,1
0,28,69,1635,1,0
3,65,79,1208,2,1
5,72,95,1378,9,1
8,80,60,1102,3,1
1,73,32,2183,1,0
6,39,95,637,2,1
9,25,35,648,1,1
0,70,50,2705,4,0
9,56,61,2194,2,1
3,90,54,405,9,1
9,27,35,1678,6,1
10,55,74,849,8,1
11,26,45,3557,1,1
6,88,93,1718,7,1
2,75,97,3490,8,1
2,56,54,1551,4,1
3,71,49,3197,2,0
7,84,45,3364,2,1
2,90,83,1678,3,1
7,56,53,1242,5,1
9,25,81,3244,10,1
8,62,34,1747,1,1
11,27,96,1413,2,1
7,75,43,1965,10,1
7,75,94,3356,2,1
8,56,63,2220,8,1
3,45,93,3151,5,1
11,88,33,513,6,1
2,39,38,535,8,1
7,87,48,191,2,1
0,38,64,1419,4,0
9,88,56,2211,1,1
0,56,90,958,7,1
3,84,99,2593,10,1
9,29,34,2252,10,1
2,27,88,459,5,1
9,69,68,473,2,1
1,75,39,738,9,1
8,30,93,2317,1,1
11,24,85,1244,1,1
11,73,34,2152,9,1
11,100,37,2046,9,1
4,43,79,134,2,1
2,69,78,3563,2,0
8,25,42,2497,3,1
7,86,32,3309,3,1
3,62,38,3365,7,1
9,100,50,375,2,1
4,55,54,2185,2,1
10,74,43,2131,3,1
11,27,89,2084,10,1
4,28,68,911,8,1
7,74,100,2021,3,1
6,63,63,2831,10,1
2,34,57,2630,9,1
5,33,32,2072,9,1
5,41,81,523,10,1
1,34,53,308,3,1
12,67,73,2519,6,1
0,31,62,1485,2,0
6,91,36,3298,8,1
2,41,87,1887,4,1
4,66,50,150,4,1
7,26,65,626,4,1
4,72,71,2980,7,1
10,23,88,1106,7,1
4,76,97,1508,8,1
4,25,78,3045,3,1
10,70,97,134,1,1
6,49,100,2603,7,1
1,20,47,1258,4,0
0,51,94,1228,7,1
10,75,48,1688,4,1
3,96,73,2719,5,1
4,63,50,2050,4,1
6,56,60,3000,3,1
0,47,42,1310,10,1
8,22,76,886,2,1
10,89,84,2123,1,1
11,21,92,3433,9,1
11,54,68,2742,3,1
9,40,93,1914,9,1
3,66,67,1732,4,1
5,50,95,2973,9,1
10,33,95,1898,3,1
0,27,70,3287,3,0
8,61,94,447,9,1
3,51,31,2052,10,1
4,35,87,884,6,1
7,56,64,2076,1,1
5,57,49,2515,3,1
9,30,34,2373,8,1
11,20,40,945,9,1
2,84,56,3269,5,1
9,72,94,1983,10,1
7,73,52,1698,2,1
5,46,95,1186,5,1
11,36,63,2560,9,1
1,98,68,3218,3,1
4,34,97,2520,3,1
2,21,54,857,10,1
3,33,32,2570,2,0
8,57,72,959,10,1
2,56,63,179,1,1
4,81,39,2225,3,1
7,41,71,672,7,1
12,31,88,2407,5,1
8,94,91,3490,10,1
6,22,67,526,4,1
10,87,83,2128,3,1
3,38,62,1722,1,0
8,54,99,1443,7,1
11,31,96,3572,5,1
1,93,97,3166,6,1
11,29,99,1361,9,1
1,29,76,1918,10,1
3,100,74,788,1,1
1,34,58,1301,4,1
2,32,40,2703,1,0
4,34,39,935,10,1
2,27,51,3521,8,1
0,90,70,1944,9,1
10,99,32,3556,4,1
2,44,47,2530,8,1
12,84,58,1348,9,1
5,79,57,1963,3,1
2,81,31,2305,4,1
8,60,60,138,3,1
2,48,62,608,7,1
10,22,89,3094,2,1
2,47,45,1126,10,1
2,98,61,2291,7,1
4,69,100,1772,10,1
6,51,30,1397,9,1
4,44,72,3252,6,1
8,39,46,602,2,1
5,91,40,1512,4,1
0,41,78,1416,7,0
8,44,84,798,3,1
2,56,89,886,10,1
7,29,54,1214,5,1
11,99,85,3267,4,1
2,86,74,3045,6,1
7,65,97,2748,8,1
3,46,36,567,7,1
0,50,66,1925,9,1
10,37,67,2676,6,1
5,38,72,3319,3,1
6,85,62,1947,7,1
7,34,78,928,1,1
5,64,96,564,3,1
0,94,96,2409,4,1
4,82,44,1130,5,1
8,26,82,3171,2,1
2,98,54,1375,2,1
4,52,99,2459,5,1
5,54,56,583,7,1
4,57,37,1887,4,1
3,30,91,1224,1,1
1,20,62,1758,4,0
4,75,98,3344,2,1
9,40,30,2109,6,1
0,46,46,286,4,0
0,20,67,1873,6,1
7,48,63,468,7,1
12,32,100,592,9,1
3,73,76,1676,2,1
0,68,90,1434,5,1
1,58,31,1703,2,0
4,96,82,3374,8,1
6,85,71,1989,5,1
12,47,58,2587,6,1
11,87,49,621,2,1
4,69,45,3177,6,1
10,51,35,1905,8,1
9,67,44,1278,10,1
5,94,96,2552,3,1
6,68,81,2699,8,1
2,44,40,2787,9,1
10,72,74,3562,3,1
9,88,78,2954,1,1
4,34,39,382,10,1
7,49,55,2791,9,1
12,23,68,1065,1,1
10,87,87,2592,5,1
5,91,84,2514,2,1
1,33,86,707,2,1
8,36,95,1185,2,1
1,94,83,2662,4,1
5,25,30,1769,4,0
10,31,77,388,2,1
1,57,84,3055,10,1
9,24,55,3570,10,1
6,96,92,2105,5,1
0,32,97,386,7,1
3,76,70,3102,7,1
11,75,62,2853,6,1
7,48,100,2576,2,1
8,64,77,1699,4,1
9,88,79,2812,8,1
2,97,62,1197,7,1
8,70,83,2824,1,1
11,36,34,2433,3,1
7,65,46,247,3,1
3,64,33,270,1,0
0,31,44,1514,5,0
9,42,76,572,3,1
4,100,77,1300,6,1
10,58,37,784,2,1
6,57,67,2583,7,1
4,95,94,2653,3,1
10,77,66,1569,5,1
4,62,94,1865,1,1
4,57,98,1905,5,1
2,97,30,3294,8,1
5,97,61,3309,4,1
10,93,83,2485,1,1
3,84,35,3422,2,0
9,90,63,1350,2,1
1,94,39,3503,7,1
3,28,83,377,8,1
5,43,62,2112,1,1
12,87,60,445,1,1
5,100,71,750,7,1
10,83,79,3528,2,1
8,78,92,1835,6,1
7,40,78,885,9,1
4,44,60,2437,3,1
9,22,50,3096,10,1
2,23,52,3429,10,1
3,96,74,1971,3,1
4,73,43,1556,9,1
0,48,72,140,1,0
12,55,81,1575,1,1
11,25,40,947,7,1
8,97,87,2241,10,1
12,84,53,3105,10,1
3,90,53,3114,1,1
7,83,64,1319,9,1
4,67,90,1477,4,1
10,57,52,2118,2,1
4,60,45,2396,2,1
11,81,86,2751,2,1
1,39,77,2711,2,0
7,41,61,2703,2,1
11,34,57,2067,4,1
12,81,72,3198,8,1
10,86,47,842,6,1
9,69,34,1362,9,1
6,32,100,903,6,1
11,50,72,279,3,1
1,30,40,426,1,0
10,49,43,1990,6,1
5,80,62,665,3,1
8,55,41,2298,8,1
7,42,100,843,3,1
9,34,41,2158,3,1
11,69,39,709,4,1
2,57,74,3083,8,1
6,57,65,912,1,1
3,86,93,2933,9,1
10,80,36,2842,8,1
3,42,77,580,5,1
6,40,91,1106,7,1
10,74,69,1461,7,1
12,78,85,1449,6,1
6,24,45,2161,10,1
11,44,84,327,2,1
10,29,64,416,2,1
0,95,61,500,6,1
10,41,78,436,10,1
0,77,96,930,1,1
5,50,71,383,4,1
1,80,95,1457,9,1
2,53,68,796,10,1
1,49,89,354,4,1
1,94,67,1899,6,1
7,54,62,1515,7,1
7,84,38,1548,7,1
12,77,92,1988,10,1
5,53,88,168,6,1
2,85,47,2388,8,1
4,74,32,1912,1,0
6,24,74,2369,3,1
4,26,33,797,7,1
6,66,58,520,4,1
9,97,85,3070,8,1
6,44,85,3222,5,1
3,20,34,2021,4,0
9,40,69,2889,6,1
9,51,81,1458,7,1
5,70,77,3078,3,1
8,27,75,3238,7,1
3,65,43,2798,10,1
9,57,91,1635,10,1
11,23,49,627,2,1
0,92,64,2040,8,1
7,20,98,3480,3,1
3,80,83,3243,4,1
7,76,49,725,2,1
10,83,84,536,5,1
8,66,94,3438,4,1
11,24,87,2479,3,1
12,92,79,394,7,1
11,24,68,2008,10,1
7,83,68,429,9,1
0,55,40,2887,2,0
12,54,69,1589,4,1
11,97,72,3442,6,1
11,21,61,2105,10,1
8,90,81,1997,5,1
4,34,39,351,6,1
7,95,54,539,2,1
12,28,80,3315,10,1
11,41,63,2668,4,1
5,57,49,681,6,1
6,43,75,592,1,1
2,35,45,529,6,1
8,36,94,2106,3,1
8,98,66,2946,9,1
9,95,59,1820,4,1
12,47,60,280,2,1
12,23,97,204,10,1
1,65,96,657,10,1
3,40,64,1853,7,1
3,24,39,2555,2,0
0,74,33,2145,9,1
3,31,85,1491,1,0
2,91,71,588,3,1
10,95,99,384,9,1
10,94,96,2060,2,1
1,32,40,606,6,0
5,76,38,605,9,1
2,77,51,133,8,1
9,98,60,2991,8,1
8,89,70,3223,4,1
8,91,58,2731,4,1
10,34,88,2232,9,1
7,33,93,2773,4,1
7,92,76,2941,4,1
1,47,51,133,3,0
10,81,49,3562,5,1
5,38,85,1466,2,1
3,67,54,370,5,1
9,92,66,911,1,1
1,74,82,1543,6,1
1,97,62,3470,9,1
9,76,72,2266,4,1
11,54,79,1164,3,1
6,62,93,1339,6,1
10,61,76,2957,8,1
0,40,32,1030,3,0
7,86,31,476,4,1
12,100,98,890,5,1
4,84,68,2759,8,1
9,79,59,3475,4,1
7,92,93,559,6,1
1,50,84,158,10,1
0,53,56,1116,2,0
12,46,45,613,9,1
1,50,73,1221,5,1
5,55,88,3149,8,1
3,53,65,2922,10,1
12,64,97,1635,6,1
7,99,56,237,4,1
11,62,43,768,5,1
8,71,56,1091,3,1
8,23,68,2466,4,1
4,22,50,2360,1,0
5,98,67,1250,10,1
10,52,44,1035,7,1
12,78,93,3011,1,1
11,27,79,3301,5,1
10,97,51,3407,3,1
6,57,45,3260,8,1
11,82,38,1548,9,1
3,33,49,1710,5,0
11,65,77,1717,10,1
9,62,93,1625,8,1
2,20,39,872,2,0
1,67,55,2142,2,1
9,50,88,3597,1,1
3,95,39,3174,10,1
8,97,64,1676,6,1
4,89,77,2470,3,1
0,79,79,1388,5,1
11,49,80,1398,1,1
4,36,51,127,5,1
5,74,30,3476,5,1
12,96,65,864,8,1
11,67,98,3482,7,1
9,57,93,3018,7,1
12,99,36,817,8,1
5,67,79,627,7,1
12,76,44,3283,9,1
4,47,85,1939,3,1
7,95,33,822,5,1
4,55,90,2291,10,1
10,99,81,293,5,1
9,31,37,1124,10,1
2,84,61,2809,6,1
2,38,51,2157,2,0
3,89,33,665,1,1
9,25,61,2504,6,1
7,67,38,121,2,1
8,47,38,287,1,1
6,95,37,3209,4,1
1,50,91,2736,8,1
8,68,52,1636,5,1
5,91,81,1789,2,1
5,30,42,3237,2,0
12,26,69,1736,1,1
5,39,90,1079,6,1
0,38,55,3342,1,0
8,21,99,2187,5,1
5,46,30,422,1,1
6,44,60,802,7,1
0,65,53,2167,9,1
12,94,98,406,1,1
4,28,36,1212,1,0
2,68,59,548,6,1
8,75,83,3511,9,1
1,94,38,2324,10,1
3,31,53,2756,9,1
2,80,56,3555,5,1
8,81,31,796,9,1
2,62,95,701,3,1
0,29,39,3566,5,0
7,45,48,1906,9,1
0,28,81,2893,6,0
10,37,39,3193,3,1
0,44,93,2929,10,1
6,80,94,3521,1,1
8,33,85,379,1,1
3,46,49,2167,4,0
9,78,66,1593,5,1
12,55,90,1295,3,1
3,36,76,2220,9,1
4,31,100,437,6,1
4,33,33,1815,3,0
1,89,77,2581,3,1
11,29,52,652,5,1
8,62,98,1367,5,1
9,97,57,1602,1,1
8,86,89,3481,6,1
8,27,34,2589,1,0
8,55,72,1407,7,1
0,88,84,2176,9,1
7,53,68,1646,9,1
7,84,88,1817,6,1
11,24,68,3462,3,1
12,96,87,532,1,1
12,45,77,1814,4,1
3,65,49,706,6,1
12,61,59,3050,2,1
9,53,57,2619,7,1
0,70,85,2455,5,1
0,57,44,2120,9,1
0,41,46,1097,7,1
2,47,37,3440,1,0
9,74,93,2434,5,1
2,93,49,1170,7,1
3,31,50,2732,1,0
10,80,59,892,4,1
12,92,42,1408,1,1
12,63,69,637,2,1
1,100,42,3227,5,1
10,85,93,442,5,1
10,84,52,1277,5,1
8,61,100,898,7,1
9,64,71,510,2,1
8,34,86,3508,6,1
9,31,56,3147,8,1
6,75,73,1519,3,1
1,77,76,3541,3,0
2,55,34,2775,9,1
7,47,90,1354,10,1
8,94,45,2007,2,1
3,91,68,2123,10,1
8,96,53,1552,4,1
3,22,67,544,3,1
12,73,60,2556,5,1
1,56,62,1990,10,1
6,71,62,973,9,1
8,68,99,3247,8,1
1,62,66,2281,4,1
7,90,40,2178,3,1
5,98,50,1631,5,1
8,24,55,1093,5,1
4,73,99,3237,4,1
0,53,98,1078,1,1
4,38,56,1419,8,1
9,52,68,3168,2,1
6,86,30,2946,4,1
10,65,74,3273,10,1
6,24,48,2732,1,0
3,21,67,3099,2,0
9,89,83,1699,5,1
5,97,32,2765,5,1
5,23,73,1378,4,1
10,39,38,2845,3,1
9,20,81,3335,1,1
9,53,84,3427,5,1
0,48,52,2321,7,0
4,64,50,156,9,1
6,71,56,2634,4,1
4,49,73,1555,4,1
7,71,92,826,5,1
0,30,56,3521,7,0
8,56,87,2965,1,1
1,79,33,969,5,1
7,44,86,2881,9,1
4,55,37,275,10,1
9,23,47,2986,2,1
6,42,76,2217,4,1
10,25,69,1491,3,1
10,47,71,1490,8,1
6,83,97,2764,10,1
0,77,67,1618,9,1
7,52,99,1303,4,1
12,45,60,2005,7,1
2,44,33,2669,2,0
12,49,43,1167,2,1
12,55,37,1231,3,1
3,39,30,1980,3,0
2,72,97,1188,5,1
10,88,98,1439,4,1
1,51,82,3138,10,1
6,61,91,1662,10,1
9,84,73,1465,4,1
4,99,83,2126,3,1
6,33,55,2876,1,0
0,81,93,3081,4,1
9,93,93,1849,3,1
1,55,70,740,6,1
5,95,36,2463,3,1
12,98,68,2841,4,1
5,38,35,1662,1,0
2,78,60,1052,7,1
9,80,54,1846,3,1
0,36,47,2414,4,0
12,70,56,1181,10,1
2,80,94,712,6,1
3,35,59,2291,3,1
0,45,34,2555,1,0
6,20,55,2622,6,1
2,48,73,2433,10,1
7,41,55,235,2,1
12,51,47,1404,7,1
6,26,80,2350,7,1
11,80,91,1876,3,1
5,71,71,1384,4,1
7,91,56,1350,3,1
8,32,68,268,8,1
1,89,62,3111,1,0
9,33,52,2118,8,1
8,59,50,2043,3,1
9,84,81,2272,2,1
4,39,64,1421,8,1
0,83,97,3256,10,1
0,26,48,2764,9,0
6,42,79,1859,3,1
5,58,45,2215,4,1
9,26,53,2375,7,1
8,95,31,2157,9,1
11,37,56,2458,10,1
0,64,40,3072,3,0
9,23,45,1027,4,1
9,54,54,2763,7,1
9,79,48,2266,8,1
9,72,31,2537,2,1
6,42,87,2764,2,1
12,76,76,1106,5,1
7,27,92,1864,6,1
9,89,72,1646,10,1
3,59,72,875,10,1
0,85,94,1255,5,1
10,95,94,429,8,1
10,48,48,2342,1,1
12,94,84,431,2,1
2,71,94,2073,1,1
1,38,76,3260,4,0
2,86,71,676,5,1
11,68,60,3062,2,1
5,45,100,557,6,1
9,78,48,344,5,1
2,33,94,388,9,1
9,84,52,618,5,1
12,69,36,1204,4,1
3,55,62,187,7,1
0,25,55,1921,3,0
5,96,55,1688,5,1
1,38,85,681,5,1
3,62,67,3339,7,1
4,87,44,507,1,1
4,69,45,2951,8,1
3,51,97,642,2,1
2,71,95,267,5,1
3,41,78,599,3,1
2,100,84,2071,5,1
2,57,48,2818,1,0
3,77,50,1223,5,1
12,97,61,2506,8,1
8,96,92,264,4,1
8,46,85,1753,1,1
7,25,35,3407,8,1
3,31,88,1704,1,1
1,68,49,1467,1,0
11,93,32,973,3,1
8,81,30,742,10,1
5,31,38,2491,7,1
7,72,65,3160,9,1
3,30,71,3567,7,1
7,95,92,2878,9,1
5,68,73,1205,8,1
5,67,68,2286,5,1
5,89,85,2736,1,1
12,31,40,1537,2,1
8,22,89,2967,8,1
0,78,42,2166,1,0
0,71,69,3505,9,1
4,23,72,977,10,1
0,42,70,3340,7,0
9,75,56,2575,8,1
8,84,52,603,10,1
3,87,45,734,10,1
1,100,71,712,1,1
2,28,79,1683,9,1
8,37,68,3270,6,1
10,36,73,2329,5,1
